(12.5, 21.65063509461097, 0.0)
(-12.5, 21.65063509461097, 0.0)
(-25.0, 0.0, 0.0)
(-12.5, -21.65063509461097, 0.0)
(12.5, -21.65063509461097, 0.0)
(25.0, 0.0, 0.0)
(12.5, 21.65063509461097, 5.0)
(-12.5, 21.65063509461097, 5.0)
(-25.0, 0.0, 5.0)
(-12.5, -21.65063509461097, 5.0)
(12.5, -21.65063509461097, 5.0)
(25.0, 0.0, 5.0)
